realm,process,prosub,sub,V,english_words,dutch_words
Sensing,Mental,Mental: Cognitive,Cognitive,doubt,doubtes | doubtfuls | doubtfully | doubtfulness | doubtful | doubting | doubte | doubtings | doubted,twijfelt | Twijfels | Twijfelachtig | twijfel | twijfelachtig | twijfel | twijfel | twijfel | Getwijfeld
Sensing,Mental,Mental: Cognitive,Cognitive,dream,dreamfulness | dreamful | dreamfully | dreame | dreamed | dreaming | dreames,droomachtigheid | droomachtig | droomachtig | droom | gedroomd | dromen | dromen
Sensing,Mental,Mental: Cognitive,Cognitive,escape,escapee,ontsnapte
Sensing,Mental,Mental: Cognitive,Cognitive,expect,expect,verwacht
Sensing,Mental,Mental: Cognitive,Cognitive,forget,forgetted | forgetfully | forgeting | forgetability | forgetfulness | forgets | forgetable | forgetive | forgetting | forgetful | forgettings | forgete,vergeten | vergeetachtig | vergeten | vergeetbaarheid | vergeetachtigheid | vergeet | vergeetbaar | vergeetachtig | vergeten | vergeetachtig | vergeten | vergeten
Sensing,Mental,Mental: Cognitive,Cognitive,forgot,forgotted | forgotfulness | forgots | forgotting | forgote,vergeten | vergeetachtigheid | forgots | fogotting | vergeten
Sensing,Mental,Mental: Cognitive,Cognitive,forgotten,forgottenness | forgottens,vergeetachtigheid | vergeten
Sensing,Mental,Mental: Cognitive,Cognitive,forgotten about,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,have forgotten,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,areget about,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,guess,guessed | guessing | guesse,Geraden | gissen | gis
Sensing,Mental,Mental: Cognitive,Cognitive,have learn about,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,hypnotis,hypnotisations | hypnotises | hypnotising | hypnotisation | hypnotisable | hypnotise | hypnotised | hypnotiser | hypnotisability,hypnotisaties | hypnotiseren | hypnotiseren | hypnotisatie | hypnotiseerbaar | hypnotiseren | gehypnotiseerd | hypnotisator | hypnotiseerbaarheid
Sensing,Mental,Mental: Cognitive,Cognitive,ignor,ignorant | ignorement | ignorants | ignore | ignorance | ignorer | ignorable | ignorably | ignorent | ignores | ignorancy | ignorate | ignoral | ignored | ignorence | ignors | ignorability | ignoring | ignorings | ignorers | ignoration | ignorative,onwetend | negatie | onwetenden | negeren | onwetendheid | neger | onwetend | Onwetend | negerend | negeert | onwetendheid | onwetend | onwetend | genegeerd | negatie | onwetend | onwetendheid | negeren | negeren | onwetende | onwetend | onwetend
Sensing,Mental,Mental: Cognitive,Cognitive,imagin,imaginant | imaginative | imaginitis | imagineering | imaginent | imaginization | imagineers | imaginables | imagineing | imaginings | imagineable | imaginably | imaginable | imaginational | imaginally | imagined | imagine | imaginated | imaginer | imaginators | imago | imaginableness | imaginate | imaginous | imaginal | imaginability | imaginating | imaginator | imagining | imagins | imaginately | imagination | imaginatively | imaginativeness | imaginationally | imaginality | imaginates | imaginers | imagineered | imaginatives | imaginants | imaginals | imagineer | imaginism,imaginair | fantasierijk | imaginatie | inbeelding | ingebeeld | imaginatie | beeldhouwers | denkbare | zich voorstellen | imaginaties | voorstellingbaar | Vermoedelijk | denkbaar | verbeelding | imaginair | ingebeeld | Stel je voor. | verzonnen | imaginar | imaginators | imago | denkbaarheid | imaginaat | imaginair | imaginaal | denkbaarheid | fantasierijk | imaginator | imaginair | imaginaties | imaginair | verbeelding | fantasierijk | fantasierijkheid | verbeelding | imaginatie | imaginaten | ingebeelden | ingebeeld | fantasieën | imaginaire stoffen | imaginaals | ingebeelde | imaginatie
Sensing,Mental,Mental: Cognitive,Cognitive,imagin do,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,imagin from,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,imagin were,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,imagine,imaginee | imaginees,image | imaginaties
Sensing,Mental,Mental: Cognitive,Cognitive,can imagine,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,intrigue,intriguee,intriguee
Sensing,Mental,Mental: Cognitive,Cognitive,judg,judging | judgeing | judgs | judge | judged,oordelen | oordelen | oordelen | rechter | beoordeeld
Sensing,Mental,Mental: Cognitive,Cognitive,judg by,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,know,knowse,Knowse
Sensing,Mental,Mental: Cognitive,Cognitive,know from,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,know in,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,know like,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,do know,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,do know if,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,did know if,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,doe know,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,knew,knewed | knewe | knewing | knews,wist | wist | weten | wist
Sensing,Mental,Mental: Cognitive,Cognitive,known,knownness | knowne | knowned | knowning | knowns,bekendheid | bekend | bekend | bekend zijn | bekenden
Sensing,Mental,Mental: Cognitive,Cognitive,learn,learnativity | learning | learned | learneing | learnes | learneds | learne | learns | learnning,leervermogen | leren | geleerd | leren | leert | geleerden | leren | leert | leren
Sensing,Mental,Mental: Cognitive,Cognitive,learn from,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,learn with,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,learnt,learnt,geleerd
Sensing,Mental,Mental: Cognitive,Cognitive,learn for,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,learnt from,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,have learn that,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,mean,meaneing | meane | meanes | meanning | meaned | meaning | meanfully | meanness | meanful | meanely,meanering | gemiddelde | means | meanning | bedoeld | Betekenis | gemeen | gemeenheid | gemeen | gemeen
Sensing,Mental,Mental: Cognitive,Cognitive,meant,meantes | meante | meants | meantness,means | mege | means | betekenis
Sensing,Mental,Mental: Cognitive,Cognitive,must be,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,neglect,neglection | neglectable | neglecter | neglections | neglectably | neglectible | neglective | neglectful | neglectfully | neglecte | neglectfulness | neglected | neglecting | neglectings | neglectance,verwaarlozing | verwaarloosbaar | verwaarlooser | verwaarlozing | verwaarloosbaar | verwaarloosbaar | veronachtzaamd | verwaarloosbaar | verwaarloosbaar | verwaarlozing | verwaarlozing | verwaarloosd | verwaarlozing | verwaarlozingen | verwaarlozing
Sensing,Mental,Mental: Cognitive,Cognitive,ponder,ponderant | ponderates | ponderables | pondering | ponderate | ponderation | ponderings | ponderal | ponderously | ponderous | ponderment | ponderance | ponderably | ponderated | ponderable | ponderative | pondered | ponderence | ponderations | pondere | ponderability | ponderances | ponderancy | ponderating | ponderer | ponderes | ponderator | ponderousness | ponders,overdenkingsmiddel | ponderaten | ponderables | nadenken | ponderaat | overpeinzing | overdenkingen | ponderal | Ponders | zwaarlijvig | beschouwing | overpeinzing | Verbazingwekkend | pondered | poverbaar | ponderatief | overdacht | overpeinzing | overpeinzingen | vijver | overdenkingsvermogen | overpeinzingen | poverheid | nadenken | ponder | ponderen | ponderator | zwaarte | vijvers
Sensing,Mental,Mental: Cognitive,Cognitive,predict,prediction | predicted | predictated | predictings | predictive | predicting | predictives | predictivities | predicts | predictional | predictibility | predictably | predictableness | predicter | predictables | predictivity | predictiveness | predictates | predictes | predictment | predicters | predictability | predictant | predictibly | predictively | predictible | predicte | predictable,voorspelling | voorspeld | voorspeld | voorspellingen | voorspellend | voorspellen | voorspellende factoren | voorspellingen | voorspeld | voorspellen | voorspelbaarheid | voorspelbaar | voorspelbaarheid | voorspeller | voorspelbaar | voorspellendheid | voorspellendheid | voorspellen | voorspeld | voorspellen | voorspellers | voorspelbaarheid | voorspellend middel | Voorspelbaar | voorspellend | voorspelbaar | voorspellen | voorspelbaar
Sensing,Mental,Mental: Cognitive,Cognitive,puzzle,puzzled,raadselachtig
Sensing,Mental,Mental: Cognitive,Cognitive,tri to question,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,realis,realisent | realisering | realiseable | realised | realises | realisability | realisation | realiser | realisational | realisant | realisable | realisic | realisables | realisement | realise | realisers | realising,realiseerbaar | realiseren | realiseerbaar | gerealiseerd | realiseert | realiseerbaarheid | realisatie | realizer | realisatie | realisant | realiseerbaar | realisic | realisables | realisatie | realiseren | projectontwikkelaars | realiseren
Sensing,Mental,Mental: Cognitive,Cognitive,have realis that,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,realis that,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,realiz,realize | realizings | realizator | realizable | realizes | realizers | realizables | realizs | realizou | realizeable | realizational | realizate | realizer | realizibility | realization | realizableness | realized | realizability | realizably | realizates | realizationally | realizators | realizing,realiseren | realisaties | realizator | realiseerbaar | realiseert | projectontwikkelaars | realisables | realizs | realizou | realiseerbaar | realisatie | realizaat | realizer | realiseerbaarheid | realisatie | realiseerbaarheid | gerealiseerd | realiseerbaarheid | Werkelijk. | realizeten | realiseerbaar | realizatoren | realiseren
Sensing,Mental,Mental: Cognitive,Cognitive,realiz that,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,have realiz that,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,is about realiz that,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,is realiz and understood that,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,recap,recapping | recapped,terughalen | ingetrokken
Sensing,Mental,Mental: Cognitive,Cognitive,reckon,reckons | reckonized | reckonability | reckonable | reckoner | reckonize | reckone | reckoning | reckoned | reckonned,rekent | berekend | rekenbaarheid | te berekenen | rekenmachine | afrekenen | lade | berekening | berekend | berekend
Sensing,Mental,Mental: Cognitive,Cognitive,reevalu,reevaluer | reevaluated | reevaluate | reevaluative | reevaluating | reevalue | reevaluates | reevaluation,herevaluatieer | opnieuw geëvalueerd | herevalueren | herevaluatie | herevaluatie | reewaarde | herevaluaties | herbeoordeling
Sensing,Mental,Mental: Cognitive,Cognitive,reflect,reflective | reflectful | reflectable | reflectiveness | reflecters | reflectants | reflectivity | reflectibility | reflecter | reflectancy | reflection | reflectible | reflectability | reflectence | reflectively | reflecting | reflectes | reflects | reflectives | reflecte | reflectance | reflectionally | reflected | reflectent | reflectant | reflectic | reflectings | reflectional,reflecterend | reflecterend | reflecteerbaar | reflecterendheid | reflecteerders | Reflecterende stoffen | reflectiviteit | reflecteerbaarheid | reflector | reflectantie | reflectie | reflecteerbaar | reflecteerbaarheid | reflectie | reflectief | reflecterend | reflecteert | weerspiegelt | reflecties | reflecteren | reflectie | reflectief | weergegeven | reflecterend | reflectant | reflecterend | reflecties | reflectie
Sensing,Mental,Mental: Cognitive,Cognitive,reflect on,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,relearn,relearner | relearns | relearnings | relearned | relearning | relearners,relearner | herleeft | relearning | opnieuw geleerd | herleren | verdieners
Sensing,Mental,Mental: Cognitive,Cognitive,rememb,remembe | remembed | remembering | remembance | remembered | remembers | remembeing | remember | rememberred,herinnering | herinnerd | onthouden | herinnering | onthouden | herinnert | remembeing | onthouden | memberred
Sensing,Mental,Mental: Cognitive,Cognitive,rememb at,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,rememb be,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,rememb from,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,rememb have,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,remind,reminder | reminding | remindes | remindings | reminded | reminds | remindfully | reminde | remindful,herinnering | herinnering | herinnert | herinneringen | eraan herinnerd | herinnert eraan | geheugensteuntje | eraan herinneren | herinnerend
Sensing,Mental,Mental: Cognitive,Cognitive,remind of,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,will be rememb as,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,review,reviewability | reviewed | reviewal | reviewable | reviewes | reviewe | reviewer | reviewals | reviewing | reviewings,revisibility | herzien | evaluatie | te beoordelen | toetsingen | reviewe | beoordelaar | Beoordelingen | evaluatie | Evaluaties
Sensing,Mental,Mental: Cognitive,Cognitive,revis,revisioning | revisionings | revised | revisement | revisant | revising | reviser | revisioned | revisibility | revisability | revisably | revisible | revise | revisive | revisal | revision | reviseing | revisable | revisables,herziening | herziening | herzien | herziening | revisant | herziening | revisor | herzien | revisibility | Herzienbaarheid | opnieuw bezienbaar | opnieuw te bekijken | herziening | revisive | revisal | herziening | herziening | opnieuw te bekijken | Herzienbaarheden
Sensing,Mental,Mental: Cognitive,Cognitive,rethink,rethinker | rethinking | rethinkers | rethinkings,herdenker | heroverwegen | herdenkers | herdenkingen
Sensing,Mental,Mental: Cognitive,Cognitive,risk,riskful | risking | riskes | riskness | risked | riskings | riske,risicovol | risico's | risico's | risico's | risico's | Risico's | risico
Sensing,Mental,Mental: Cognitive,Cognitive,sanction,sanctionability | sanctionned | sanctional | sanctioners | sanctiones | sanctionism | sanctionable | sanctioner | sanctione | sanctionment | sanctionative | sanctioning | sanctioneers | sanctionings | sanctionably | sanctioned,sanctioneerbaarheid | Gesanctioneerd | sanctional | sanctionatoren | sancties | sanctionisme | sanctioneerbaar | sanctionator | sanctione | sanctie | sanctionerend | sanctie | sanctionarissen | sancties | op straffe van | Gesanctioneerd
Sensing,Mental,Mental: Cognitive,Cognitive,surprise,surprisee,verrassing
Sensing,Mental,Mental: Cognitive,Cognitive,strike,strikee | strikeing | striked,strike | staking | ingedrukt
Sensing,Mental,Mental: Cognitive,Cognitive,studi,studiing | studieing | studying | studie | studis | study | studyed | studied,Bestudering | Studeren | studie | Studie | studi's | studie | bestudeerd | bestudeerd
Sensing,Mental,Mental: Cognitive,Cognitive,taught,taughts | taughtness | taughte,onderwezen | onderwezenheid | onderwezen
Sensing,Mental,Mental: Cognitive,Cognitive,think,thinkness | thinkful | thinkeing | thinking | thinke | thinkes | thinked,denkvermogen | bedachtzaam | denken | denken | denk | Denken | Denken
Sensing,Mental,Mental: Cognitive,Cognitive,think about,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,think believ,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,think do,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,think in,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,think of,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,am think of,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,and think,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,start think about,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,thought,thoughted | thoughtfulness | thoughtful | thoughtfully | thoughtness | thoughte | thoughtes,doordacht | bedachtzaamheid | attent | bedachtzaam | bedachtzaamheid | thoughte | gedachtes
Sensing,Mental,Mental: Cognitive,Cognitive,thought of,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,thought was,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,took for grant,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,understand,understanding | understandably | understandable | understandibly | understands | understanded | understandableness | understandes | understander | understandibility | understande | understandment | understandability | understanders | understandible,begrip | begrijpelijk | begrijpelijk | Begrijpelijk. | begrijpt | begrepen | begrijpelijkheid | begrijpt | verstaaner | begrijpelijkheid | begrijpen | begrip | begrijpelijkheid | verstaaners | verstaanbaar
Sensing,Mental,Mental: Cognitive,Cognitive,understand about,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,have understood that,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,understood,understoods | understoode,begrepen | begrepen
Sensing,Mental,Mental: Cognitive,Cognitive,underlin,underlined | underlining | underliner | underline | underlinings | underliners,onderstreept | onderstreping | onderstregger | benadrukken | onderlijnen | onderstreppers
Sensing,Mental,Mental: Cognitive,Cognitive,wonder,wondere | wondered | wonderings | wonderfuls | wonderously | wonderousness | wonderment | wonderous | wondering | wonderfulness | wonderfully | wonderful | wonderer,wonder | afgevraagd | Vraagstukken | geweldig | wonderlijk | wonderbaarlijkheid | verwondering | wonderbaarlijk | Vraagt u zich af | prachtigheid | Prachtig | geweldig | wonderaar
Sensing,Mental,Mental: Cognitive,Cognitive,wonder has,N/A,N/A
Sensing,Mental,Mental: Cognitive,Cognitive,wonder if,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,aim for,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,aim for invest in,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,achiev,achievment | achieveing | achievant | achieveable | achieveent | achievability | achievent | achieves | achiever | achievably | achievents | achievable | achieving | achievings | achieval | achieved | achieve | achieveents | achievement | achievments | achieveability | achievs,Bereiking | bereiken | Bereikbaar | te bereiken | bereikt | Bereikbaarheid | bereikt | bereikt | bereikt | haalbaar | bereikenden | Bereikbaar | bereiken | verwezenlijkingen | bereiken | bereikt | bereiken | resultaten | resultaten | resultaten | Bereikbaarheid | bereikt
Sensing,Mental,Mental: Desiderative,Desiderative,consid,consideation | considerring | considerative | considerings | consideably | consider | consideable | consids | conside | considents | considers | considants | considably | consideered | considations | considering | considerred | considently | consided | considence | consides | considered | considable | consident | considing | considences | considant | consideing | considation,consideatie | overwegen | bedachtzaam | overwegingen | naast elkaar | overwegen | verstrengelbaar | Avocado's | conside | Dissociatiemiddelen | overweegt | diclazuril | Vermoedelijk | met considered | Uitzettingen | overwegen | overwogen | Met open armen | met een gewicht van niet meer dan 150 g/m2 | Dissociatie | Avocado's | overwogen | Uitwisselbaar | Dispenserend | Ontvetting | Geprefabriceerden | Diclazuril | samenspannen | Uitzetting
Sensing,Mental,Mental: Desiderative,Desiderative,could,couldness | coulde | coulding | coulds | couldes,konheid | cose | koning | blikken | konten
Sensing,Mental,Mental: Desiderative,Desiderative,could make,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,could have been,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,could be turn,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,depriv of,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,desire,desirees | desiree,begeren | designe
Sensing,Mental,Mental: Desiderative,Desiderative,desires from,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,die if,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,do have to do,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,doe have to,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,doe have to search,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,do have to stay,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,do want to do,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,do want to live,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,dream of,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,had to sign,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,had to take,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,intend,intended | intenders | intendment | intendencies | intendancies | intends | intendement | intendances | intendency | intenditis | intendes | intending | intendancy | intendent | intendance | intendeds | intendements | intendments | intendence | intendant | intendered | intendings | intende | intendents | intendants | intender | intendable,bestemd | intenders | intentieverklaring | intimiteiten | intenditeiten | Voorgenomen | intentieverklaring | intentieverklaringen | intentie | intenditis | intendes | van plan zijn | intendantie | intendent | intendance | voorbedoelingen | intentieverklaringen | intentieverklaringen | intendence | intendant | intended | intentieverklaringen | intende | intendents | intendanten | intender | intensable
Sensing,Mental,Mental: Desiderative,Desiderative,gonna,gonnas | gonnae,gonnas | Ik ga.
Sensing,Mental,Mental: Desiderative,Desiderative,go for,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,hope,hoped | hopefulness | hopee | hopeful | hopefully | hopeing | hopefullys | hopely,Hopelijk. | hoop | hope | hoopvol | Hopelijk. | Hoop | Hopelijk. | Hopelijk.
Sensing,Mental,Mental: Desiderative,Desiderative,let,letting | letted,verhuur | LettedCity in Ontario Canada
Sensing,Mental,Mental: Desiderative,Desiderative,live for,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,may,mayed | mayes | mayings | maye | maying,madied | majes | Mayings | maye | Maying
Sensing,Mental,Mental: Desiderative,Desiderative,may have been,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,might,mightful | mightely | mighte | mightes,Machtig | Misschien. | mighte | majesteiten
Sensing,Mental,Mental: Desiderative,Desiderative,might lead,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,plan,planful | planfulness | planned | planfully | planning,planvol | planbaarheid | gepland | planmatig | planning
Sensing,Mental,Mental: Desiderative,Desiderative,prepar for,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,pursue,pursuee,najagen
Sensing,Mental,Mental: Desiderative,Desiderative,redistribut across,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,regard,regarding | regardable | regardfulness | regarder | regardance | regarders | regardent | regardes | regardding | regardness | regardfully | regardful | regardants | regardant | regardator | regarde | regardation | regardings | regarded,betreffende | achtbaar | achting | conservator | achting | sprekers | convenent | overwegingen | rekening | achting | met achting | achtingvol | convenanten | considerant | conservator | rekening | opmerkingen | betreffende | beschouwd
Sensing,Mental,Mental: Desiderative,Desiderative,refus,refusent | refuseing | refusable | refusant | refused | refusions | refusings | refusal | refusing | refuser | refusers | refusion | refuse,ignent | weigeren | weigeren | Weigeraar | geweigerd | weigeringen | weigeringen | weigering | weigeren | weigeraar | weigeringen | refusie | weigeren
Sensing,Mental,Mental: Desiderative,Desiderative,reli,relis | relie | relied | relying | rely | relys | relies | relyed,relies | relie | vertrouwd | vertrouwen | vertrouwen | vertrouwt | vertrouwt | Vertrouwd
Sensing,Mental,Mental: Desiderative,Desiderative,resolve,resolvent | resolveds | resolveable | resolved | resolvers | resolver | resolvement | resolveing,reoplosmiddel | opgelost | oplosbaar | opgelost | resolvers | resolver | Oplossing | oplossen
Sensing,Mental,Mental: Desiderative,Desiderative,see if,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,shall,shalle | shalled | shalling | shalls,lui | gestolde | telling | braille
Sensing,Mental,Mental: Desiderative,Desiderative,should,shoulded | shouldness | shoulding | shoulds | shoulde | shouldes,ingeschoren | gevoelsmatigheid | suching | suchs | should | schouders
Sensing,Mental,Mental: Desiderative,Desiderative,should be,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,should do,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,should get,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,should go,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,should have,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,should not get away and to be abl to walk away,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,strive,strived | striving | strives | striveing,streefde | streven | streeft | streven
Sensing,Mental,Mental: Desiderative,Desiderative,striving,strivinge,streven
Sensing,Mental,Mental: Desiderative,Desiderative,suppos,supposing | suppositi | supposable | supposer | suppose | supposably | supposent | supposant | supposely | supposes | supposers | supposeable | supposement | supposion | supposeing | supposings | supposal | supposed | supposible | supposions | supposeably | suppositis,Stelen | sufositi | sufosable | sugger | veronderstel | Aanzienlijk | suggerent | sufosant | Waarschijnlijk. | verondersteld | denkers | veronderstelbaar | suggestie | suposie | verondersteld | Stellingen | voorstel | verondersteld | aanwijsbaar | Supposies | veronderstelbaar | sufositis
Sensing,Mental,Mental: Desiderative,Desiderative,tri to reach,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,wanna,wannas,wannas
Sensing,Mental,Mental: Desiderative,Desiderative,want,wante | wantted | wanteds | wantings | wanteing | wantes | wanted | wantting | wanting,wante | gezochte | gezocht | willen | willende | wantes | gezocht | verlangen | willen
Sensing,Mental,Mental: Desiderative,Desiderative,wait,waite | waitting | waiteing | waiting | waitful | waited | waitted | waitely | waitfulness,wachten | wachten | wachten | wachten | wachtend | wachtte | wachtte | obely | wachtzaamheid
Sensing,Mental,Mental: Desiderative,Desiderative,can wait until,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would,woulds | woulding | wouldings | woulded | woulde,Zouten | gloeien | penselen | getwist | wille
Sensing,Mental,Mental: Desiderative,Desiderative,would have been,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would like to go,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would love to go,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative, would like to be,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,will,willse,willse
Sensing,Mental,Mental: Desiderative,Desiderative,wont,wonted | wonte | wonting,gewonnen | wile | Wonting
Sensing,Mental,Mental: Desiderative,Desiderative,wish,wishing | wishfulness | wishfully | wished | wishfuls | wishe | wishful,wensen | wishfulness | wensvol | gewenst | wishfuls | wise | wensvol
Sensing,Mental,Mental: Desiderative,Desiderative,would be,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would get,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would go,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would have,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would have to,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would have to buy,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would have to pay,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would like,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would like to,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would like to pursu,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,would like to pursu without,N/A,N/A
Sensing,Mental,Mental: Desiderative,Desiderative,wont be,N/A,N/A
Sensing,Mental,Mental: Emotive,Emotive,am ok with,N/A,N/A
Sensing,Mental,Mental: Emotive,Emotive,accommod,accommoder | accommodant | accommodate | accommodatively | accommodants | accommodent | accommodes | accommodable | accommodating | accommodement | accommodative | accommode | accommodated | accommodativeness | accommodational | accommodately | accommodator | accommodates | accommodation | accommodements,accommoder | accommodatie | geschikt | accommoderend | accommodanten | accommodatie | accommodaties | geschikt | accommodatie | begeleiding | accommodatie | accommodatie | Aangepast | accommodatie | accommodatie | Toereikend | accommodator | geschikt voor | accommodatie | accommodaties
Sensing,Mental,Mental: Emotive,Emotive,accept,accepted | acceptibly | acception | accepts | acceptive | acceptant | acceptable | acceptent | acceptiveness | acceptence | acceptancy | acceptability | acceptivity | accepte | accepter | acceptableness | acceptables | acceptate | acceptants | acceptible | acceptings | accepters | acceptal | acceptions | acceptting | acceptation | acceptibility | accepting | acceptional | acceptted | acceptably | acceptance | acceptes,aanvaard | Aanvaardbaar | aanvaarding | accepteert | acceptief | acceptant | aanvaardbaar | geaccepteerd | acceptiviteit | acceptatie | acceptatie | aanvaardbaarheid | acceptiviteit | accepteren | Aanvaarder | aanvaardbaarheid | aanvaardbaar | acceptate | acceptants | aanvaardbaar | accepteert | Aanvaarders | geaccepteerd | aanvaardingen | accepteren | aanvaarding | accepteerbaarheid | accepteren | acceptional | geaccepteerd | aanvaardbaar | aanvaarding | geaccepteerd
Sensing,Mental,Mental: Emotive,Emotive,adore,adoree | adorees,adoree | adorees
